262;naval_base;3559.00;9.50;1961.00;-1.57;8018
262;bunker;3563.00;9.70;1970.00;3.42;0
292;bunker;3515.00;11.50;1063.00;0.45;0
292;bunker;3536.00;10.73;1089.00;4.67;0
292;bunker;3553.00;10.25;1095.00;5.78;0
292;bunker;3522.00;11.30;1019.00;0.11;0
292;bunker;3508.00;10.70;1115.00;2.17;0
292;bunker;3504.00;11.13;1083.00;0.01;0
292;bunker;3551.00;14.18;1035.00;2.68;0
292;bunker;3488.00;12.20;1018.00;0.62;0
292;bunker;3542.00;10.30;1111.00;2.68;0
292;dockyard;3559.00;9.57;1122.00;-4.02;0
292;nuclear_reactor;3526.00;10.40;1122.00;2.75;0
292;rocket_site;3535.00;11.00;1081.00;4.95;0
292;fuel_silo;3497.00;12.30;1005.00;5.30;0
1;arms_factory;2370.00;10.10;602.00;0.99;0
1;arms_factory;2384.00;9.93;602.00;3.66;0
1;arms_factory;2338.00;10.00;601.00;0.04;0
1;arms_factory;2361.00;9.80;634.00;2.70;0
1;arms_factory;2312.00;9.88;656.00;5.72;0
1;arms_factory;2310.00;9.85;658.00;0.64;0
1;industrial_complex;2323.00;10.00;634.00;4.76;0
1;industrial_complex;2300.00;10.00;616.00;2.61;0
1;industrial_complex;2293.00;10.00;617.00;2.71;0
1;industrial_complex;2347.00;10.10;609.00;0.55;0
1;industrial_complex;2360.00;10.15;609.00;3.21;0
1;industrial_complex;2383.00;9.80;613.00;4.77;0
1;air_base;2334.00;10.05;603.00;1.16;0
1;naval_base;2363.00;9.60;593.00;0.46;11634
1;naval_base;2344.00;9.80;631.00;-3.00;9200
1;naval_base;2281.00;9.73;623.00;-3.31;10558
1;naval_base;2321.00;9.78;641.00;-4.47;9200
1;naval_base;2385.00;9.75;612.00;-4.49;9558
1;naval_base;2326.00;9.50;578.00;0.08;10230
1;naval_base;2347.00;9.53;640.00;-3.04;10275
1;naval_base;2298.00;9.50;635.00;-2.13;10558
1;naval_base;2305.00;9.50;657.00;-3.28;11566
1;bunker;2323.00;9.90;587.00;4.83;0
1;bunker;2302.00;10.00;597.00;0.11;0
1;bunker;2338.00;10.00;627.00;2.78;0
1;bunker;2319.00;9.88;648.00;5.44;0
1;bunker;2280.00;9.80;616.00;2.17;0
1;bunker;2308.00;10.10;629.00;3.38;0
1;bunker;2390.00;9.95;599.00;1.22;0
1;bunker;2331.00;10.25;620.00;5.34;0
1;bunker;2359.00;9.82;625.00;5.45;0
1;bunker;2309.00;9.93;648.00;3.29;0
1;bunker;2353.00;9.80;602.00;5.95;0
1;coastal_bunker;2327.00;9.80;581.00;0.08;0
1;coastal_bunker;2363.00;9.75;623.00;1.35;0
1;coastal_bunker;2396.00;9.80;596.00;0.86;0
1;coastal_bunker;2273.00;9.70;618.00;-1.68;0
1;coastal_bunker;2367.00;9.80;617.00;-3.76;0
1;coastal_bunker;2329.00;9.82;634.00;-3.00;0
1;coastal_bunker;2320.00;9.78;654.00;-4.47;0
1;coastal_bunker;2295.00;9.50;648.00;-1.57;0
1;coastal_bunker;2296.00;9.75;641.00;-2.13;0
1;dockyard;2351.00;9.50;596.00;-0.86;0
1;anti_air_building;2322.00;10.00;600.00;3.45;0
1;anti_air_building;2335.00;10.00;600.00;1.29;0
1;anti_air_building;2316.00;10.18;601.00;2.85;0
1;synthetic_refinery;2313.00;9.90;652.00;5.51;0
1;fuel_silo;2307.00;9.82;654.00;1.90;0
1;radar_station;2334.00;10.20;619.00;5.50;0
1;rocket_site;2309.00;10.10;614.00;6.12;0
1;nuclear_reactor;2300.00;10.00;615.00;3.96;0
2;arms_factory;2288.00;10.10;541.00;0.04;0
2;arms_factory;2306.00;10.20;535.00;2.70;0
2;arms_factory;2297.00;10.15;573.00;5.72;0
2;arms_factory;2287.00;9.85;496.00;0.64;0
2;arms_factory;2269.00;10.00;558.00;4.76;0
2;arms_factory;2268.00;9.78;582.00;2.61;0
2;industrial_complex;2299.00;9.98;564.00;2.71;0
2;industrial_complex;2270.00;9.93;544.00;0.55;0
2;industrial_complex;2316.00;10.45;509.00;3.21;0
2;industrial_complex;2264.00;9.90;518.00;4.77;0
2;industrial_complex;2291.00;10.10;596.00;1.16;0
2;industrial_complex;2270.00;9.93;537.00;5.28;0
2;air_base;2259.00;9.78;561.00;0.20;0
2;naval_base;2263.00;9.50;507.00;-0.53;11707
2;naval_base;2258.00;9.78;612.00;-3.44;11614
2;naval_base;2355.00;9.80;542.00;-4.60;6647
2;naval_base;2266.00;9.70;583.00;-2.08;6269
2;naval_base;2304.00;9.80;553.00;-2.43;11654
2;naval_base;2319.00;9.53;579.00;1.44;10230
